,BR,HW,L4,LN,NP,O2,T3
,MC,MC,MC,MC,MC,MC,MC
Date,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3
10/13/2009 13:00,,13.6,8.1,4.2,3.2,7,10.5
10/13/2009 14:00,,18,5.8,7.4,6.6,6.7,8.2
10/13/2009 15:00,,21.8,7.6,5.4,8,6.8,11.8
10/13/2009 16:00,,38.1,8.2,8.9,6.5,7.4,13.3
10/13/2009 17:00,,24.7,10.1,4,6.7,7.9,10.4
10/13/2009 18:00,,15,10.9,5.1,2.6,5.5,10.5
10/13/2009 19:00,,8.9,7.7,4.7,3,4,9.7
10/13/2009 20:00,,5.5,3.4,4.3,6.9,4,8.8
10/13/2009 21:00,,-3.2,5.1,5.9,6,5.6,5.9
10/13/2009 22:00,,8.7,7.8,5.9,7.1,5.8,7.9
10/13/2009 23:00,,-2,6,8,4.4,6,6.7
10/14/2009 0:00,,4.3,5.4,8,5.7,5.7,5.9
10/14/2009 1:00,,9.9,3.9,5.5,7.3,5.1,7.6
10/14/2009 2:00,,12.3,3.5,5.6,6.3,5.6,7.1
10/14/2009 3:00,,6.4,3,6,2.5,4.6,7
10/14/2009 4:00,,11.8,3.4,6.1,2.4,3,5.7
10/14/2009 5:00,,7.3,6.3,7.1,4,4.6,8.1
10/14/2009 6:00,,7.8,9,4.6,4.4,4.3,11
10/14/2009 7:00,,12.8,7.1,8.8,4.5,9.5,7.8
10/14/2009 8:00,,7,6.5,7.1,5,10.6,8.9
10/14/2009 9:00,,2.8,5.8,8.2,8.1,10.6,7.8
10/14/2009 10:00,,15.8,7.2,6.7,6.9,9.5,5.1
10/14/2009 11:00,,7.1,9,5.1,5.1,7.2,6.2
10/14/2009 12:00,,7.9,9.3,3.5,2.8,7.6,6.2
10/14/2009 13:00,,,9.8,7,2.8,5.9,5.8
10/14/2009 14:00,,,10.8,1.5,2.8,4.9,5.6
10/14/2009 15:00,,,7.7,5.8,3.8,5.9,4.1
10/14/2009 16:00,,,4.6,8.6,5.1,4.7,6.8
10/14/2009 17:00,,12.7,4.5,5.6,4.5,4,9.6
10/14/2009 18:00,,15.4,2.9,8.4,8.2,5.2,6.4
10/14/2009 19:00,,7.4,5.6,7.3,10.3,4.9,6.2
10/14/2009 20:00,,1.7,7.2,7.8,8.8,7.5,7.4
10/14/2009 21:00,,15.5,7.8,6.5,7.5,8.8,8.3
10/14/2009 22:00,,20.9,5.5,7.6,7.6,7.8,9.2
10/14/2009 23:00,,6.2,5.5,8.2,4.2,7.4,6.3
10/15/2009 0:00,,9.2,5,9.9,7.6,6.6,7.1
10/15/2009 1:00,,4.9,5.5,8.6,8.9,6.4,7.7
10/15/2009 2:00,,4.7,5.8,5.7,7.6,5.9,8.1
10/15/2009 3:00,,3.1,7.8,7.3,6.8,5.7,8.6
10/15/2009 4:00,,9.8,8,7.7,5,6.9,7.2
10/15/2009 5:00,,4.8,8.9,6,6.3,6.4,6.9
10/15/2009 6:00,,3.6,10,4.4,4.8,9.2,8.4
10/15/2009 7:00,,-1.2,12.4,5.2,6.9,8.7,9.7
10/15/2009 8:00,,11.8,14.6,7.4,12,11.5,9.3
10/15/2009 9:00,,12.1,12.6,10.2,9.5,8.1,8.8
10/15/2009 10:00,,27.1,6.1,6,5,7.2,7.7
10/15/2009 11:00,,12.8,5.1,8.2,7.8,8.8,7.7
10/15/2009 12:00,,17.8,3.4,6.9,11.1,6.3,9.4
10/15/2009 13:00,,56.1,3.8,3.1,6.7,7.1,8.8
10/15/2009 14:00,,43.8,2.3,7.1,8.5,3.2,5.4
10/15/2009 15:00,,24.1,3.8,5.9,6.2,5.7,4.4
10/15/2009 16:00,,13.6,4.2,2.6,3.4,4,6.2
10/15/2009 17:00,,11.8,6.5,7.1,4.1,4.7,6.8
10/15/2009 18:00,,7.3,8.1,28.5,6.8,9.3,8.5
10/15/2009 19:00,,28.1,9.9,10.7,8.6,8.5,9
10/15/2009 20:00,,18.5,7.8,8.6,10.4,9.6,9.5
10/15/2009 21:00,,-0.1,8,8.6,9.5,8.4,8.9
10/15/2009 22:00,,-1.2,7.1,7.8,9.4,9.1,8.2
10/15/2009 23:00,,4.9,7.1,7.2,10.1,9,6.9
10/16/2009 0:00,,9.9,7.7,5.7,8.1,7,7.5
10/16/2009 1:00,,10.5,8.2,5.2,7.3,4.8,6.2
10/16/2009 2:00,,2.9,6.4,5.7,9.2,4.7,6.1
10/16/2009 3:00,,8.6,6.8,5.8,7.1,5.9,6.7
10/16/2009 4:00,,9.1,7.3,6.8,4.7,5.3,6.6
10/16/2009 5:00,,9.9,8.3,6.3,7.2,6.9,6.3
10/16/2009 6:00,,18,9.5,5.1,7.6,7.6,8.1
10/16/2009 7:00,,19.3,10.7,8.4,7,6.5,9.2
10/16/2009 8:00,,16.8,10.9,11.4,10,10.2,9.9
10/16/2009 9:00,,12.4,8.1,8.4,7.5,8.5,7.9
10/16/2009 10:00,,36,9.9,10.5,5,6.3,8.1
10/16/2009 11:00,,28.9,8.6,13.6,12.4,5.4,8.5
10/16/2009 12:00,,39.3,8.8,10,12.5,7.1,7.9
10/16/2009 13:00,,15.9,10.8,-0.1,12.7,7.2,7.6
10/16/2009 14:00,,6.4,4.8,4.5,8.4,8.1,7
10/16/2009 15:00,,15,3.5,7.6,9.3,7.8,5.4
10/16/2009 16:00,,18,3.5,8.4,7.2,4.9,7.1
10/16/2009 17:00,,30.6,4.6,12,8.2,3.8,8.1
10/16/2009 18:00,,21.2,8.7,12,7.6,5.9,8.5
10/16/2009 19:00,,-2,10.6,15.7,9.4,9.1,10.1
10/16/2009 20:00,,15.8,9.6,14,14.3,13.7,10
10/16/2009 21:00,,18.4,9.8,11.6,15.4,17.8,10.5
10/16/2009 22:00,,11.2,14.4,11.2,11.2,17.2,11.2
10/16/2009 23:00,,11.3,11.3,10.5,12.3,13.2,9.3
10/17/2009 0:00,,16,10,10.2,16.6,9.3,8
10/17/2009 1:00,,6.7,8.2,8.2,11.8,9.8,7.2
10/17/2009 2:00,,8,7.5,7.9,6,7.8,7.6
10/17/2009 3:00,,7.7,7.1,7.6,7.7,7.3,7.3
10/17/2009 4:00,,7,7.3,6,6.8,5.5,7.7
10/17/2009 5:00,,7.7,8.7,6.6,6.8,5.3,9
10/17/2009 6:00,,3.1,9,8.3,6.5,6.5,9.1
10/17/2009 7:00,,14.5,8.7,7.5,6.6,7,10.9
10/17/2009 8:00,,6.7,11.7,7.6,7,9.5,10.9
10/17/2009 9:00,,13.5,11.7,9,6.6,8.5,8.2
10/17/2009 10:00,,20.2,9.1,6.5,6.9,7.1,8.3
10/17/2009 11:00,,19.6,8.8,8.6,3.2,6.6,10
10/17/2009 12:00,,23.1,8.6,11.9,6.2,6.1,10.1
10/17/2009 13:00,,12.4,8.2,9.2,7.3,6.2,13.2
10/17/2009 14:00,,16.4,5.8,7,6.5,8.1,11.3
10/17/2009 15:00,,22.3,5.1,7.9,7,9.3,13.2
10/17/2009 16:00,,21,6.6,5.3,1.7,9.2,14.3
10/17/2009 17:00,,16.1,6.9,10.4,0.7,12.2,16.3
10/17/2009 18:00,,19.7,8.8,8.7,11.1,14.4,17.6
10/17/2009 19:00,,30.5,11.9,13.8,8.3,21.6,18.4
10/17/2009 20:00,,51.8,10.1,16,11.1,32.2,16.4
10/17/2009 21:00,,28.7,12.1,11.2,9,31.3,15.4
10/17/2009 22:00,,16.2,10.3,10.4,5.8,19.8,12.7
10/17/2009 23:00,,8.8,14.9,10.6,7.1,15,12
10/18/2009 0:00,,11.7,11.6,7.4,5.9,10.4,11.2
10/18/2009 1:00,,5.6,12.1,8.1,6.6,9.6,9.4
10/18/2009 2:00,,12,12.3,7.2,7.5,7.9,9.3
10/18/2009 3:00,,7.1,11.8,7.1,6.3,7.7,9.5
10/18/2009 4:00,,14.3,13.1,7,7.7,7.9,9.4
10/18/2009 5:00,,5,11.3,6.4,6.5,7.2,9.6
10/18/2009 6:00,,2.5,12.5,6.2,6.7,7.6,10.4
10/18/2009 7:00,,9.8,13.6,6.3,5,7.8,11.6
10/18/2009 8:00,,20,11.7,6.6,3.1,7.5,12.7
10/18/2009 9:00,,14.6,9.1,9.5,2.5,8.4,10.3
10/18/2009 10:00,,138.2,9.1,14.4,6.8,9,9.8
10/18/2009 11:00,,52.7,10.2,7.2,5,8.7,10.4
10/18/2009 12:00,,21,8.3,-2,6.3,4.4,9.5
10/18/2009 13:00,,16.5,8.5,0.4,-0.2,3.3,10.6
10/18/2009 14:00,,8.5,8.7,4.7,1.1,5.7,13.5
10/18/2009 15:00,,13.2,7.2,5,6.3,5.4,9.7
10/18/2009 16:00,,8.6,7.1,-1.6,2.5,6.4,9.3
10/18/2009 17:00,,10.8,8,0.5,8.2,8.2,9.3
10/18/2009 18:00,,14.5,8.3,5.3,13.3,12.4,6.4
10/18/2009 19:00,,10.6,7.9,4.7,9,14.7,7.5
10/18/2009 20:00,,12.7,11.2,3.4,6.9,14,5.4
10/18/2009 21:00,,9.5,10.1,2.6,5.4,13.3,6.4
10/18/2009 22:00,,19.3,9.3,2.2,5.7,14.1,6.6
10/18/2009 23:00,,23.1,10.9,5.2,7.9,8.2,5.2
10/19/2009 0:00,,10.6,10.8,3.7,3.8,4.9,5.8
10/19/2009 1:00,,5.5,8.3,2,3.2,4.6,5.5
10/19/2009 2:00,,5.8,7.9,2.9,6.3,4.9,5.5
10/19/2009 3:00,,8.8,6.1,3.2,4.8,5.1,7.4
10/19/2009 4:00,,7.7,7.9,4,2.3,9.5,7
10/19/2009 5:00,,46.1,11.5,5.6,3.1,7.3,9.1
10/19/2009 6:00,,3.1,11.8,5,5.1,9.3,9.2
10/19/2009 7:00,,15.8,7.6,4.9,8.4,6.8,8.4
10/19/2009 8:00,,6.8,11.3,5.1,4.6,5.7,9.1
10/19/2009 9:00,,19,13.5,11.5,8.1,7.4,6.7
10/19/2009 10:00,,36.6,8.5,10.6,9.9,6.2,5.9
10/19/2009 11:00,,23.3,1.8,3,6.9,5.1,7.5
10/19/2009 12:00,,20,1.9,1.5,1.4,6.1,7.6
10/19/2009 13:00,,27.4,3.5,2.5,3.8,4.7,10.9
10/19/2009 14:00,,28.6,2,3.4,4.1,4.5,9.4
10/19/2009 15:00,,16.3,6.1,10.6,3.4,5.1,7.6
10/19/2009 16:00,,28.3,8.4,6,5.2,5.2,7.1
10/19/2009 17:00,,28.3,3.6,4.1,7.1,5.7,4.2
10/19/2009 18:00,,17.3,1.8,5.7,8.5,11.6,6.9
10/19/2009 19:00,,,5.2,5,8.4,7.2,8.6
10/19/2009 20:00,,,4.7,1.7,4.6,3.4,9.5
10/19/2009 21:00,,,5.5,2.6,4,1.3,8.7
10/19/2009 22:00,,,6,3.9,3.7,2.3,5.9
10/19/2009 23:00,,,5.1,5.5,5.1,2.6,4.5
10/20/2009 0:00,,,4.5,7.2,5.6,3.2,6.6
10/20/2009 1:00,,,4.1,7.6,6.6,3.7,9.4
10/20/2009 2:00,,,5.9,6.3,4.3,4.9,8.4
10/20/2009 3:00,,,4.5,6.7,4.4,4.1,6.4
10/20/2009 4:00,,,5,6.5,4.8,2.7,7
10/20/2009 5:00,,,6.1,6.1,2.6,3.1,8.3
10/20/2009 6:00,,,6.3,4.7,3.1,5.6,8.3
10/20/2009 7:00,,,6.4,5.7,3.7,6.3,7.7
10/20/2009 8:00,,-3.3,6.8,4.9,6.8,6.8,9.6
10/20/2009 9:00,,5.4,7.9,7.1,8.2,7.7,13.9
10/20/2009 10:00,,,8.1,5.4,7.9,6.4,13.6
10/20/2009 11:00,,0.5,7.2,5.2,9.5,5.6,11
10/20/2009 12:00,,5.4,6.3,3.6,5.2,4,10.8
10/20/2009 13:00,,62,4.8,7.7,6.7,3.6,8.4
10/20/2009 14:00,,-0.1,5,7.9,6.1,6.6,7.5
10/20/2009 15:00,,3.9,5.8,6.1,7.6,4.8,8.7
10/20/2009 16:00,,0.8,4.6,5.9,5.2,4.3,8.7
10/20/2009 17:00,,-0.9,5.8,6.7,8,5.5,9
10/20/2009 18:00,,12,6.7,6.9,5.7,4.7,7.8
10/20/2009 19:00,,19.6,7.3,6.2,6.1,5.3,9
10/20/2009 20:00,,12,7.2,7,5.5,4.7,8.2
10/20/2009 21:00,,6.5,7.2,8.3,8.5,6.2,7
10/20/2009 22:00,,9.2,7.7,7.6,6.2,6.3,8.5
10/20/2009 23:00,,15.4,8.1,7.2,9.2,8.3,10.3
10/21/2009 0:00,,16.6,5.8,7.1,8.7,8,10.6
10/21/2009 1:00,,9.5,6.2,6,6.3,6,11.6
10/21/2009 2:00,,12.4,6.4,5.5,8,5.6,10.5
10/21/2009 3:00,,12.5,6.4,6.2,7.1,6,9.7
10/21/2009 4:00,,10.4,6.5,6.5,6.6,5,11.2
10/21/2009 5:00,,6.5,6.6,7.3,7.7,6.4,12.9
10/21/2009 6:00,,3.1,6.9,6.3,9.8,8.2,11.1
10/21/2009 7:00,,6.2,9,5.6,10.7,8.7,12.7
10/21/2009 8:00,,10.9,12.2,4.1,13.8,10.3,11.9
10/21/2009 9:00,,,9.4,6.1,11.1,10.5,11.5
10/21/2009 10:00,,,8.8,8.4,11,8.8,9.5
10/21/2009 11:00,,,7.7,3.8,13,8.4,10
10/21/2009 12:00,,,7.8,1.7,7.6,7.6,11
10/21/2009 13:00,,7.1,4.6,4.9,7.1,5.2,11.9
10/21/2009 14:00,,2.2,4.1,4.3,7.6,5.4,7.8
10/21/2009 15:00,,7.9,8.1,4.2,7.8,7.1,5.8
10/21/2009 16:00,,1.1,4.1,5.7,7.4,5,8
10/21/2009 17:00,,1.7,5.9,6.4,10.1,5.5,9.9
10/21/2009 18:00,,5.7,6.3,7.4,6.2,5.6,9
10/21/2009 19:00,,2.2,7.9,8.1,7.6,7.8,6.5
10/21/2009 20:00,,13.2,8.4,8,8,9.6,6.1
10/21/2009 21:00,,5,6,5.5,6.3,9.7,9.1
10/21/2009 22:00,,8.9,6.4,6.4,6.7,7,6.8
10/21/2009 23:00,,15.6,6.1,7.6,3,9,7.2
10/22/2009 0:00,,9.3,6.8,7.5,7.6,7.2,7.7
10/22/2009 1:00,,1.6,6.5,7.6,10.4,6.1,7.7
10/22/2009 2:00,,8.1,5,6.9,8.4,5.4,7.6
10/22/2009 3:00,,5.7,7.6,6.1,8.9,5.7,8.6
10/22/2009 4:00,,4.8,8,5.5,8.9,6.7,8.9
10/22/2009 5:00,,12.2,9.4,6,6.6,7.7,9
10/22/2009 6:00,,14.3,9,6.1,5.6,8.6,7.6
10/22/2009 7:00,,11.4,10.8,8.7,10.2,8,10
10/22/2009 8:00,,12.7,15.4,9.7,12.9,8.3,12.5
10/22/2009 9:00,,16,14.3,9.7,12.5,9,9.7
10/22/2009 10:00,,13.8,7.3,7.2,12,7.4,6.7
10/22/2009 11:00,,14.6,4.3,7.6,11.1,7.8,6.9
10/22/2009 12:00,,20.8,6.6,5.6,5.2,6.5,7.8
10/22/2009 13:00,,4.7,7.6,3.6,8,4.6,9.1
10/22/2009 14:00,,5.7,6.3,5.5,6.6,9.8,9.4
10/22/2009 15:00,,8.4,5,7,7.6,7.1,7.8
10/22/2009 16:00,,8.6,4.3,8,2.9,4.3,7
10/22/2009 17:00,,5.5,6.2,5.6,3.4,3.9,9.6
10/22/2009 18:00,,2.5,7.5,5.3,5.4,5.8,9.7
10/22/2009 19:00,,15.5,7.7,6.8,8,8.7,8.7
10/22/2009 20:00,,16.4,9.6,7.6,6.5,8.6,9.1
10/22/2009 21:00,,8.7,10.3,7.9,6.9,9.6,8.6
10/22/2009 22:00,,5.3,9.9,6.3,7.2,7.9,8
10/22/2009 23:00,,8.1,9.3,7.6,9.9,9.3,9.1
10/23/2009 0:00,,8.7,7.4,7.6,6.1,8.4,8.1
10/23/2009 1:00,,7.3,6,6.7,4.8,7,7.3
10/23/2009 2:00,,12.4,8.2,6.1,5.8,8.7,8.1
10/23/2009 3:00,,8.3,6.4,7.6,6,7.1,8
10/23/2009 4:00,,11.8,8.4,7.3,5.9,6.3,8
10/23/2009 5:00,,4.8,10,7.3,6.3,7.1,9.9
10/23/2009 6:00,,9,11.4,5.9,8.6,7.6,10.2
10/23/2009 7:00,,6.1,11.3,6.7,10.4,9.4,8.9
10/23/2009 8:00,,14.6,14.4,9.7,10.5,11.3,9.5
10/23/2009 9:00,,12.7,11.6,9,13.6,11.4,10.9
10/23/2009 10:00,,14.4,9.4,8.9,6,13.3,9.3
10/23/2009 11:00,,19.8,10.2,10.5,7.2,8.5,9.8
10/23/2009 12:00,,1.9,15.1,9.8,6.8,9.2,8.5
10/23/2009 13:00,,2.7,13.5,11.2,7.2,9.4,8
10/23/2009 14:00,,6.2,8.8,4,6.9,12.9,9
10/23/2009 15:00,,3.7,10.9,5,1.2,9.8,9.9
10/23/2009 16:00,,-1.1,9.8,3.2,3.4,9.7,7.6
10/23/2009 17:00,,10.3,10.3,2.2,4.8,7.3,8.8
10/23/2009 18:00,,14.6,8.6,4,7.9,8.3,10.5
10/23/2009 19:00,,4.1,8.3,6.7,8.4,6.3,9.2
10/23/2009 20:00,,15.3,8.6,6.5,7.7,10.7,6.3
10/23/2009 21:00,,14.1,8.4,6.5,7.8,10.8,7.8
10/23/2009 22:00,,13.3,10.9,10.1,8.3,12.8,7
10/23/2009 23:00,,15.1,9.2,12.6,9.5,12.5,6.4
10/24/2009 0:00,,20.3,9.2,12.4,8.3,7.7,8.7
10/24/2009 1:00,,11.2,11.3,6,7.2,6.4,8
10/24/2009 2:00,,15.5,10.9,8,8.2,6.6,8.7
10/24/2009 3:00,,9.4,9.4,9.3,9.1,6,9.9
10/24/2009 4:00,,7.6,10.7,10.3,8.9,5.7,11.6
10/24/2009 5:00,,8.6,9.6,8.9,9,5.7,8.4
10/24/2009 6:00,,6.8,6.6,10,10.9,5,7.7
10/24/2009 7:00,,7.1,7,8.5,9.6,7.2,7.1
10/24/2009 8:00,,5.9,5.3,9.6,11.4,6.9,8.7
10/24/2009 9:00,,14,7,13.2,8.2,6.2,10
10/24/2009 10:00,,8.5,5.6,15.6,5.1,6.7,6.3
10/24/2009 11:00,,0.5,3.2,14.5,4.4,5.6,4.8
10/24/2009 12:00,,0.9,4.2,9.5,5.7,6.6,6
10/24/2009 13:00,,11.8,5.9,6.1,3.9,4.3,7.5
10/24/2009 14:00,,-4.8,5.9,5.5,7,4,9.9
10/24/2009 15:00,,1.8,8.8,2.1,13.9,4.9,7.5
10/24/2009 16:00,,6.5,5.3,4.6,6.6,4.9,8.9
10/24/2009 17:00,,6.7,1.8,2.8,4.4,4.3,10.1
10/24/2009 18:00,,8.5,7.1,7.9,3.8,6.5,11.3
10/24/2009 19:00,,16.4,7.7,13.1,4,4.9,6.2
10/24/2009 20:00,,18.3,7.2,4.7,10.7,5,6.3
10/24/2009 21:00,,14.1,10.3,4.6,12.2,4.7,9.9
10/24/2009 22:00,,17.6,11.5,5.7,9.1,7.8,12.7
10/24/2009 23:00,,9.3,10.5,7.4,8.3,6.1,7.4
10/25/2009 0:00,,11,9.6,6,7.1,7.8,9.5
10/25/2009 1:00,,4.1,10,5,8,6.4,10.7
10/25/2009 2:00,,6.4,8,5.4,5.6,6.8,9.4
10/25/2009 3:00,,9.5,6.1,3.8,6.4,6.1,8.4
10/25/2009 4:00,,9.8,6.1,5.3,8.4,5.4,7.5
10/25/2009 5:00,,7.7,5.5,6.7,4.5,5.9,8.9
10/25/2009 6:00,,7.8,6.3,4.1,4.6,5.3,9.6
10/25/2009 7:00,,3.3,7.6,3.3,5.3,5.2,12
10/25/2009 8:00,,-1.7,5.2,6.2,7.2,6.4,13.6
10/25/2009 9:00,,8.1,5.3,6.9,7.9,5,13.2
10/25/2009 10:00,,9.6,6.4,5.9,10.7,5.6,10
10/25/2009 11:00,,2.1,5.7,8.7,9.2,4.6,6.3
10/25/2009 12:00,,2,6,1,6.2,0.1,5.6
10/25/2009 13:00,,10.6,4.4,2.5,7.7,2.1,6.4
10/25/2009 14:00,,4.1,3.1,7.4,7.4,4.1,5.8
10/25/2009 15:00,,2.4,2.8,4.5,7,1.7,7
10/25/2009 16:00,,3.5,3.5,3,1.5,1.9,5.9
10/25/2009 17:00,,-0.7,5.3,2.7,2.9,3.6,6.1
10/25/2009 18:00,,8.2,6,3.1,3.9,5.4,8.8
10/25/2009 19:00,,13.1,8.2,3.9,3.8,8,7.4
10/25/2009 20:00,,6.1,7,4.9,5.4,7.4,6.5
10/25/2009 21:00,,4.4,8.1,3.2,7.5,8.1,6.9
10/25/2009 22:00,,7.5,8.9,2.8,7.2,8.8,6.9
10/25/2009 23:00,,6.4,7.3,3.7,4.2,6.8,7.1
10/26/2009 0:00,,5.6,3.7,2.4,5.6,3.7,5
10/26/2009 1:00,,9,5.3,2.9,5.1,5.9,4.9
10/26/2009 2:00,,11.8,5.1,3.1,2.1,6,5.7
10/26/2009 3:00,,6,4.6,3.3,3.9,5.3,5.6
10/26/2009 4:00,,1.5,5.6,6.2,5.7,6.2,6.1
10/26/2009 5:00,,7.3,5.8,5.1,6.3,5.2,5
10/26/2009 6:00,,7.3,6.1,4.8,4.8,7.8,6.8
10/26/2009 7:00,,10.1,8.4,8.8,6.4,6.6,9.1
10/26/2009 8:00,,7.9,10.6,11.3,9.5,10.1,10
10/26/2009 9:00,,14.4,5.9,5.6,8.1,7.9,7.7
10/26/2009 10:00,,10.6,9.2,8.9,12.5,5.2,5.4
10/26/2009 11:00,,14.4,9.8,5.8,10,4.3,7.7
10/26/2009 12:00,,14.9,8.1,2.4,5.2,2.2,7.8
10/26/2009 13:00,,1.9,8.2,4,1.1,4.1,7.6
10/26/2009 14:00,,2.7,6.9,6.9,1.2,5.6,12.1
10/26/2009 15:00,,-2.2,4.7,,-2,4.9,6.9
10/26/2009 16:00,,11.6,6.4,-2.2,0.2,5.3,7
10/26/2009 17:00,,10.7,6.8,1.2,-0.4,4.4,5.9
10/26/2009 18:00,,4.9,6.5,0.1,11.4,7.4,3.7
10/26/2009 19:00,,12.8,8.7,4,8.3,6.5,5
10/26/2009 20:00,,10.2,6,4.5,8.9,5.8,4.5
10/26/2009 21:00,,2.4,7.9,-6,12.3,6.9,4
10/26/2009 22:00,,-4.3,0.6,3,10.8,4.6,4.3
10/26/2009 23:00,,5.5,4.8,-1.4,4.9,2.8,3.9
10/27/2009 0:00,,0.8,8.1,-1.6,-3.1,3.7,5.2
10/27/2009 1:00,,1.6,5.3,2.3,3.3,5.9,6.3
10/27/2009 2:00,,7.2,6,2.3,5,3.8,7.2
10/27/2009 3:00,,6.9,4.2,3.9,7,4.3,5.9
10/27/2009 4:00,,-0.1,6,5.3,5.9,2.7,5.5
10/27/2009 5:00,,3.2,3.7,3.9,3.4,4.2,6
10/27/2009 6:00,,6.1,3.5,3,3.4,4.7,6.4
10/27/2009 7:00,,8.7,4.7,2.2,2.4,5,6.5
10/27/2009 8:00,,16.4,4.2,4.2,3.2,5.2,7.4
10/27/2009 9:00,,12.7,1,3.4,3.1,5.5,6.2
10/27/2009 10:00,,7.1,1.9,3.1,4.9,5.6,4.2
10/27/2009 11:00,,5.1,4.1,2.2,6.2,4.1,3.4
10/27/2009 12:00,,5.4,5.2,4,3.6,3.4,4.7
10/27/2009 13:00,,7.9,6.3,3.5,4.2,3.8,7.5
10/27/2009 14:00,,6.7,4.8,3,2,2.4,13.3
10/27/2009 15:00,,,4.8,1.7,4.8,3,6.1
10/27/2009 16:00,,-0.1,3.8,0.8,2.7,4.4,6.8
10/27/2009 17:00,,7.2,3.5,2.9,3.3,3.9,6.6
10/27/2009 18:00,,3.9,7.6,3.9,5.5,3.5,6.4
10/27/2009 19:00,,5.3,7.9,3.3,3.4,3.3,6.7
10/27/2009 20:00,,1.5,7.4,2.7,4.1,4.9,7.2
10/27/2009 21:00,,7.7,8.7,5.7,7.6,6.3,6.2
10/27/2009 22:00,,6.9,9,6,8.5,5,8
10/27/2009 23:00,,10.1,9.7,3.7,5,3.6,9
10/28/2009 0:00,,13.7,6.7,4.6,6.3,3.2,6.3
10/28/2009 1:00,,4.8,6.6,6.9,7.3,3.1,5.3
10/28/2009 2:00,,9.6,5.3,4,6.3,3.1,5.4
10/28/2009 3:00,,5.2,4.5,4.3,6.4,3.2,6
10/28/2009 4:00,,2.8,4.8,4.9,6.2,2.7,5.3
10/28/2009 5:00,,8.9,3.6,4.8,5,2.1,4.6
10/28/2009 6:00,,0.2,4.6,5,5.7,2.4,5.5
10/28/2009 7:00,,4.3,4.6,2.6,5.7,2.1,5.8
10/28/2009 8:00,,3,5.9,4.2,6.9,3.8,5.2
10/28/2009 9:00,,6.1,8.1,1.3,8.1,4,4.7
10/28/2009 10:00,,1.5,6.1,0.4,7.5,3.6,4.3
10/28/2009 11:00,,2.5,4,2.3,4.3,2.3,5.2
10/28/2009 12:00,,-1.8,2.4,2.5,2.7,1.2,6.2
10/28/2009 13:00,,2.5,3,3.8,3.5,1.7,6.3
10/28/2009 14:00,,9.5,1.8,2.1,5.1,2.8,6.5
10/28/2009 15:00,,-0.9,3.1,,5.2,3,5.6
10/28/2009 16:00,,3,2.6,4.9,2.7,3.4,5.4
10/28/2009 17:00,,4.8,2.2,2.1,0.7,3.3,6.8
10/28/2009 18:00,,-2.2,3.6,4.4,0.7,3.1,5.3
10/28/2009 19:00,,1.2,4.1,1.6,1.8,3.3,6.8
10/28/2009 20:00,,2,4.7,1.7,2.5,4.1,7
10/28/2009 21:00,,-3,4,1.1,3.7,3.5,6.5
10/28/2009 22:00,,2.6,5.2,2,4.5,3.5,5.8
10/28/2009 23:00,,7.7,3.7,3.1,2.7,1.5,5.1
10/29/2009 0:00,,4,3.9,2.8,4,2,5.7
10/29/2009 1:00,,6.9,3,2.3,2.4,2.3,6.4
10/29/2009 2:00,,11.6,4.4,0.9,2.6,2,7
10/29/2009 3:00,,7.8,4.9,0.6,3.2,2.7,7.9
10/29/2009 4:00,,4,4.7,1,4,3,9
10/29/2009 5:00,,0,6.8,2.4,3.7,2.5,8.9
10/29/2009 6:00,,2.2,5.7,2.9,6.4,4.8,7.9
10/29/2009 7:00,,18.2,7.5,3.7,7.5,6.3,9.3
10/29/2009 8:00,,12,7.6,6.3,8.5,4.1,10.3
10/29/2009 9:00,,14.1,5.7,4,6.4,4.1,11.4
10/29/2009 10:00,,3.9,6.6,4.9,4.2,5.1,11.7
10/29/2009 11:00,,-3.2,5.1,4.2,6.8,5.4,8.3
10/29/2009 12:00,,9.8,4,3.7,6.9,4.6,6.3
10/29/2009 13:00,,2.6,5,3.6,4.2,4.4,8.1
10/29/2009 14:00,,5.1,3.9,1.3,3.5,3.7,5.6
10/29/2009 15:00,,7.3,4.5,3.9,1.6,3.3,5
10/29/2009 16:00,,5.8,4.9,5.7,4.3,2.8,5.5
10/29/2009 17:00,,-1.1,6,3.6,5.6,3.5,3.9
10/29/2009 18:00,,0.4,5.4,2.4,4.6,5,5.5
10/29/2009 19:00,,6,5.6,3.2,5,5.5,6.4
10/29/2009 20:00,,4.4,8.5,4.2,3.5,6.2,5.7
10/29/2009 21:00,,12.9,10.8,3.4,3.6,6,5.8
10/29/2009 22:00,,15.2,8.1,2.6,5.7,7.7,5.2
10/29/2009 23:00,,9.7,6.2,2.7,6.4,7.4,5.3
10/30/2009 0:00,,11.8,7.8,5.3,8,6.7,6
10/30/2009 1:00,,7,7.2,5.9,5.8,5.8,6.9
10/30/2009 2:00,,10.9,7.5,5.2,4.1,5.5,6.8
10/30/2009 3:00,,0.4,6.9,4.7,2.4,7.5,6.9
10/30/2009 4:00,,2.6,2.6,4.5,7.1,4.4,6.4
10/30/2009 5:00,,6.6,4.1,3.4,4.5,5.3,8.3
10/30/2009 6:00,,9.5,5.2,3.4,4.3,6,6
