,BR,HW,L4,LN,NP,O2,T3
,MC,MC,MC,MC,MC,MC,MC
Date,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3,UG/M3
4/2/2009 0:00,,8.6,13.5,4.2,5.2,7.2,7.4
4/2/2009 1:00,,3.6,10.4,7.5,7.7,5,8.2
4/2/2009 2:00,,2.8,8.2,8.5,7.6,5.8,6.3
4/2/2009 3:00,,6.9,6.4,4.5,9.4,5.2,9.1
4/2/2009 4:00,,0.2,12.8,2.8,8.7,7.6,8.5
4/2/2009 5:00,,4.7,3.2,4,7.3,5.5,10.5
4/2/2009 6:00,,2.4,10.5,7.1,6,7.7,6.5
4/2/2009 7:00,,8.5,17.5,6.7,9.5,7.5,6.4
4/2/2009 8:00,,5.3,0.8,6.6,12.6,10.3,5.2
4/2/2009 9:00,,9.9,9.6,3.9,11.1,7,6.2
4/2/2009 10:00,,9.9,6.7,3.1,6.3,7.6,9.4
4/2/2009 11:00,,6.3,6.1,-2.2,6.7,7.6,9.1
4/2/2009 12:00,,7,8.3,6.4,7.4,7.4,8.8
4/2/2009 13:00,,23.8,7,4,9.3,5.7,9.3
4/2/2009 14:00,,3.1,10.8,-0.7,6.3,6.7,7.3
4/2/2009 15:00,,6.3,10,-0.4,7.5,8.1,4.9
4/2/2009 16:00,,5.3,6.3,9.6,4.7,6,7.2
4/2/2009 17:00,,2.8,10.2,12.7,7.7,8.7,5.8
4/2/2009 18:00,,1.7,9.1,4.8,8.9,7.1,7.9
4/2/2009 19:00,,2.6,14.9,3.3,13.1,11.8,6.1
4/2/2009 20:00,,0.9,14.3,2,10.4,8.6,8.7
4/2/2009 21:00,,1.1,15.2,3,10,10.8,9.7
4/2/2009 22:00,,-0.2,17.4,1,6,9.8,9.6
4/2/2009 23:00,,2.9,17.8,0.5,2.5,7.3,8.6
4/3/2009 0:00,,5.9,13.6,2,0.9,9.8,9.7
4/3/2009 1:00,,4.2,10.7,5.3,3.8,8.3,8.5
4/3/2009 2:00,,1.5,9,1.9,4.3,3.7,8.5
4/3/2009 3:00,,1.9,7.1,3.6,3,3.6,6.6
4/3/2009 4:00,,0.6,6.8,0.7,5.1,3.3,7.5
4/3/2009 5:00,,7.1,6.6,0.5,7.5,4.1,7.6
4/3/2009 6:00,,5.7,7.1,4.6,6,6,6.7
4/3/2009 7:00,,4.7,7.4,5.2,5,6.6,7.1
4/3/2009 8:00,,5.6,5.6,3.2,4.9,6.9,8.7
4/3/2009 9:00,,3.9,5.6,5,5.6,6.3,10.1
4/3/2009 10:00,,2.2,-1.7,4.1,7.1,7.1,10.4
4/3/2009 11:00,,3.5,3,0.9,7.3,3.9,9.3
4/3/2009 12:00,,-1.3,7.3,3.9,3.4,3.2,7.8
4/3/2009 13:00,,-0.7,5.1,-0.1,3.9,5.1,5.6
4/3/2009 14:00,,-0.2,5,2.3,7.3,6.6,5.5
4/3/2009 15:00,,5.3,4.2,6.9,5.3,4.8,9.9
4/3/2009 16:00,,-0.2,6.4,4.1,5.1,5.6,5.3
4/3/2009 17:00,,4,1.9,5.8,5.7,5.5,4.5
4/3/2009 18:00,,6.8,6.2,2.5,2.9,4.1,9
4/3/2009 19:00,,4,7.4,2.1,4.5,5.8,8.5
4/3/2009 20:00,,9.2,5.1,3.2,8.1,6,8.9
4/3/2009 21:00,,8.4,3.6,6.6,8.2,5.2,7.9
4/3/2009 22:00,,9.7,5.3,7.6,7.9,4.9,9.7
4/3/2009 23:00,,4.8,4.6,5,6.1,6.5,9.6
4/4/2009 0:00,,1.2,-0.6,4.4,8.1,7,9.2
4/4/2009 1:00,,-0.1,7.1,9.2,4.6,4.7,8.7
4/4/2009 2:00,,1.3,4,4.9,6.4,4.1,7.8
4/4/2009 3:00,,0,6.6,5.4,5.2,4.5,7.2
4/4/2009 4:00,,2.8,6,3.3,4.5,5.1,9
4/4/2009 5:00,,6.3,9.6,2.3,5,3.8,7.4
4/4/2009 6:00,,10.4,4.3,3,5.6,3.8,7.1
4/4/2009 7:00,,4.4,9.3,2.2,4.8,3.5,9
4/4/2009 8:00,,0.8,2.8,3.9,2.6,4.2,9.3
4/4/2009 9:00,,0.6,6.2,5.1,4,5.6,7.7
4/4/2009 10:00,,0.6,4.5,3.4,5.9,5.6,5.6
4/4/2009 11:00,,3.3,-4.2,0.7,5.7,3.2,6.7
4/4/2009 12:00,,1.2,1.2,4,6.2,6.4,6.5
4/4/2009 13:00,,1.6,2.3,4.1,4.5,7.6,6.9
4/4/2009 14:00,,6,4,4.9,7.3,5.1,7.1
4/4/2009 15:00,,5,5.3,4.5,7.5,5.8,3.8
4/4/2009 16:00,,5.5,2.9,10.6,7.8,6,5.8
4/4/2009 17:00,,9.5,2.7,12.1,7.3,4.5,6.9
4/4/2009 18:00,,2.3,3.4,5.9,8.7,4.2,7.7
4/4/2009 19:00,,11.7,5.5,5.5,8.4,6.6,9.6
4/4/2009 20:00,,24.9,5.8,5.3,9.7,7,8
4/4/2009 21:00,,10.8,7.8,7.5,8.1,11.5,7.2
4/4/2009 22:00,,3.7,4.2,9.9,14.8,9.6,8
4/4/2009 23:00,,9.1,5.5,10.6,16,13.8,9.5
4/5/2009 0:00,,2.5,7.1,9.2,12.9,15.5,8.2
4/5/2009 1:00,,2.7,6.7,8.1,10.5,10.5,7.2
4/5/2009 2:00,,3.8,8.8,6.4,10.2,10.6,8
4/5/2009 3:00,,8.1,9.8,7.1,9.4,10.7,8.4
4/5/2009 4:00,,4.9,6.9,8.2,9,10,8.8
4/5/2009 5:00,,-1.5,11.4,7.3,7.2,9.5,9.9
4/5/2009 6:00,,2.6,8.9,7.8,9.2,9.9,9.4
4/5/2009 7:00,,4.1,3.6,7.6,9.2,10.7,8.3
4/5/2009 8:00,,2.1,3.9,5.2,6.2,10.1,10.3
4/5/2009 9:00,,3.5,6.2,5.7,6.5,5,13.1
4/5/2009 10:00,,3.1,2.7,4.5,7.7,7.4,11.2
4/5/2009 11:00,,7.8,4.1,6.2,7.9,8.8,14.5
4/5/2009 12:00,,7,2.1,6,10.4,6.9,12.7
4/5/2009 13:00,,6.9,4.6,11.8,12.8,6.3,6.9
4/5/2009 14:00,,-2.7,4.5,10.2,9.1,4.2,8.5
4/5/2009 15:00,,-8.9,1.3,12.9,7.2,6.6,10.9
4/5/2009 16:00,,6.5,3.6,11.4,6.4,5.8,10.7
4/5/2009 17:00,,14.5,,8.4,13.5,5.4,9.5
4/5/2009 18:00,,8.4,,14.6,10.9,5.6,8.4
4/5/2009 19:00,,11.3,6.9,15.1,19.5,6.8,9
4/5/2009 20:00,,4.7,4.6,21.7,13.2,8.3,10.3
4/5/2009 21:00,,4.7,6.5,17.4,11.8,8.9,11.1
4/5/2009 22:00,,2.9,3.2,15.5,10.6,11.3,10.4
4/5/2009 23:00,,2.7,2.3,13.4,10,13.7,10.9
4/6/2009 0:00,,5.2,3.2,13.8,9.9,11.1,8.9
4/6/2009 1:00,,7.1,8.3,12.8,10.3,9.4,9
4/6/2009 2:00,,6.1,7.7,11.3,8.9,8,9.8
4/6/2009 3:00,,4,4.7,8.9,10,8.4,8.8
4/6/2009 4:00,,0.3,4.3,8.4,9.6,8.5,9
4/6/2009 5:00,,5.3,5,9.1,10,10,9.3
4/6/2009 6:00,,5.9,7.4,8.9,10,11.9,9.5
4/6/2009 7:00,,5.8,7.1,8.9,13.2,17.1,9.5
4/6/2009 8:00,,5.6,2.2,7.6,12.8,16,8.9
4/6/2009 9:00,,4.1,-0.6,8.3,9.4,12.3,8.1
4/6/2009 10:00,,4.2,2.7,0,9,9.2,9.3
4/6/2009 11:00,,19.7,4.1,5.3,9.6,8.9,6.4
4/6/2009 12:00,,20.2,3.8,4.8,13,10,8.8
4/6/2009 13:00,,11.8,2.6,3.7,16.3,8.2,10.1
4/6/2009 14:00,,14,4.3,9.8,15.8,11.9,13.1
4/6/2009 15:00,,17.6,3.5,16.4,15.7,14.4,15.7
4/6/2009 16:00,,13.9,4.1,24.5,12.8,19.1,16.5
4/6/2009 17:00,,18.5,6.5,21.5,13.6,15.9,16.7
4/6/2009 18:00,,13.7,10.3,22.8,14.8,14.8,17.2
4/6/2009 19:00,,10.6,8.1,16.3,10.5,19,18
4/6/2009 20:00,,15,7.8,19.3,15,19,17.6
4/6/2009 21:00,,9.7,7.2,10.8,12.1,15.4,15.2
4/6/2009 22:00,,10.3,5.1,9.5,7.7,15.9,10.1
4/6/2009 23:00,,2.3,6,8.3,9.6,14.2,10.1
4/7/2009 0:00,,5.6,8.3,6.9,10.2,11.4,10.1
4/7/2009 1:00,,6.4,8.5,6.5,9.4,8.9,8.3
4/7/2009 2:00,,10.2,7.7,6.4,9.7,8.2,13.3
4/7/2009 3:00,,6.2,10.9,9.3,10.8,7.5,7.8
4/7/2009 4:00,,10.4,10.9,8.7,8.3,9.7,12.8
4/7/2009 5:00,,6.6,13.4,9,7.7,13.2,14.6
4/7/2009 6:00,,7.5,13.7,8.2,8,14.7,14.9
4/7/2009 7:00,,7.4,5,7.6,10.4,16.2,13.8
4/7/2009 8:00,,11.6,5.8,9.5,14.4,15.4,14
4/7/2009 9:00,,7.3,10.4,15.7,9.8,13.5,14.9
4/7/2009 10:00,,1,-4.7,18.2,9.7,11,16.1
4/7/2009 11:00,,3.4,,18.5,11.7,6.6,16.1
4/7/2009 12:00,,15.5,,19.6,9.8,7.2,11.7
4/7/2009 13:00,,9.3,,16.1,8.8,10.9,7.8
4/7/2009 14:00,,1.1,-0.6,0.1,2.9,10.6,11.2
4/7/2009 15:00,,5.4,2.1,-1.2,4.4,9.5,22.3
4/7/2009 16:00,,5.4,5.7,4.5,1.6,10.2,10.2
4/7/2009 17:00,,1.3,6.9,3.9,3.1,9.7,7.2
4/7/2009 18:00,,3.7,9.6,6.6,5.7,7.6,8.9
4/7/2009 19:00,,13.3,12.8,,5.1,6.8,9.5
4/7/2009 20:00,,10.6,7.8,-3.4,5.3,6.5,11.4
4/7/2009 21:00,,11.6,9,3.6,5.4,6.3,9.7
4/7/2009 22:00,,9.2,2.1,5.9,6.2,8.4,7.5
4/7/2009 23:00,,9.4,3,3.8,7.4,7.3,9.1
4/8/2009 0:00,,1.3,4.5,0.3,6.3,9.1,7.3
4/8/2009 1:00,,2.1,8,9.5,4,6.9,8.2
4/8/2009 2:00,,6.1,4.9,12.9,2.1,5.4,7
4/8/2009 3:00,,9.8,8.6,10.4,2.9,5.1,6.7
4/8/2009 4:00,,8.9,10.9,7.5,0.4,6.9,6.6
4/8/2009 5:00,,5.2,16.5,3.5,7.4,6.7,7
4/8/2009 6:00,,3.2,11.1,3.2,8.4,8,7.4
4/8/2009 7:00,,8.1,5.8,0.1,5.9,6.7,11.8
4/8/2009 8:00,,4,8.4,2.7,4.6,6.3,12.4
4/8/2009 9:00,,0.4,5,5.8,8.4,11.2,9
4/8/2009 10:00,,10.6,6.7,5.3,15.1,14,8.5
4/8/2009 11:00,,13.8,12,17.7,17.8,18.8,6.7
4/8/2009 12:00,,26.8,13.9,44,37.1,11.5,9.6
4/8/2009 13:00,,29.8,9.6,47,55.8,14.2,13.8
4/8/2009 14:00,,8.1,16,12,20.6,7,5.5
4/8/2009 15:00,,1.4,7.3,2.7,1.1,4.6,6.3
4/8/2009 16:00,,8.4,7.3,6.2,3.7,6.1,6.9
4/8/2009 17:00,,7.6,10.5,0.9,5.8,8.1,5.8
4/8/2009 18:00,,-3.1,10.7,0.8,3.9,6.4,5
4/8/2009 19:00,,1.5,10.2,1.7,7.1,5.7,6.2
4/8/2009 20:00,,1.6,7.9,8.3,2.5,5.3,5.7
4/8/2009 21:00,,0.7,7.6,5.8,4.5,4.6,4.9
4/8/2009 22:00,,-8,1.7,4.3,0.8,4.4,5.2
4/8/2009 23:00,,0.6,4,3.6,2.4,3.3,6.6
4/9/2009 0:00,,0.4,3.7,3.2,5.1,3.9,6.7
4/9/2009 1:00,,4.9,5,2.6,4.8,5.2,8.3
4/9/2009 2:00,,4,3.9,3.4,3.4,3.7,7.1
4/9/2009 3:00,,8.3,2.9,2.8,3.5,4.4,6.1
4/9/2009 4:00,,-0.9,0.1,3.6,4.2,4.5,6.1
4/9/2009 5:00,,0.1,3,3.8,4.8,5.7,5.4
4/9/2009 6:00,,7.8,3.3,3.2,5.5,5,6.9
4/9/2009 7:00,,5.9,-4.5,3.3,4.9,5.3,7.7
4/9/2009 8:00,,4.6,2.7,2.7,4.2,4.7,8.2
4/9/2009 9:00,,7.1,1.6,3.2,4.5,5.4,8
4/9/2009 10:00,,4.4,3.4,4.5,4.4,6.1,10.3
4/9/2009 11:00,,8.8,5.6,2.4,7.2,8.5,7.6
4/9/2009 12:00,,11.5,7.4,2.6,4.7,11.5,9.4
4/9/2009 13:00,,6.7,4.5,5.1,8.5,10.7,8.7
4/9/2009 14:00,,4.3,5.3,10,5.8,8.7,9.2
4/9/2009 15:00,,-4.4,3.6,13.4,6.2,8.9,10.1
4/9/2009 16:00,,-1.2,8.8,8.7,4.8,9,10.3
4/9/2009 17:00,,5.3,6.2,8.8,2.1,7.2,6.7
4/9/2009 18:00,,1.4,4.4,11.5,6.8,7.5,8.2
4/9/2009 19:00,,2.5,9.4,6.2,7.8,7.9,9
4/9/2009 20:00,,4.9,8.8,9.6,9.3,10.7,8.4
4/9/2009 21:00,,6.6,11.7,12.1,10.4,10.1,9
4/9/2009 22:00,,0.5,13.4,8.4,6.5,12.4,8.8
4/9/2009 23:00,,1.5,10.7,7.2,9.4,11.8,9.9
4/10/2009 0:00,,5.8,10.4,7.5,11.2,10.1,8
4/10/2009 1:00,,7.2,9.3,7.8,11,9.8,7.6
4/10/2009 2:00,,10.4,11.5,14.9,8.7,8.5,8.7
4/10/2009 3:00,,6.3,11.6,9.8,9.4,8.8,8.6
4/10/2009 4:00,,12.3,9.2,6.4,10.1,7.4,8.9
4/10/2009 5:00,,,8.8,7.2,9.1,9.7,9.2
4/10/2009 6:00,,9.8,11.3,7.2,9.4,9.3,9.5
4/10/2009 7:00,,8.6,10.9,9.1,9.4,10.5,9.3
4/10/2009 8:00,,7.5,12.8,6.4,9.1,11.6,8.4
4/10/2009 9:00,,6.5,8,7.6,11,10.1,6.4
4/10/2009 10:00,,7.4,10.4,12.6,11.3,7.4,6.6
4/10/2009 11:00,,6.2,13.6,16.8,11.2,5.4,8.3
4/10/2009 12:00,,12.4,5.8,17.9,12.3,6.6,6.8
4/10/2009 13:00,,5,6.5,7.9,11.8,6.1,6.5
4/10/2009 14:00,,5.3,8.2,11,9.7,8.6,8.9
4/10/2009 15:00,,5.5,8.8,,5.3,8.8,9.5
4/10/2009 16:00,,-2.7,7.8,,2.4,5.5,13.6
4/10/2009 17:00,,1.2,9.8,5.4,4.8,7.5,11.9
4/10/2009 18:00,,0.4,9.7,8.6,4.2,10.8,7.8
4/10/2009 19:00,,-5.6,9.1,-0.7,6.6,11.7,9.5
4/10/2009 20:00,,9.6,8.8,5.6,7.2,6.4,8.8
4/10/2009 21:00,,2.6,8.5,1.2,9,5.3,9
4/10/2009 22:00,,2,6.5,6.8,12.1,4.4,8.7
4/10/2009 23:00,,5.7,9.2,6.1,11.5,5.5,7.7
4/11/2009 0:00,,3,8.2,7.2,11.2,5.9,6.7
4/11/2009 1:00,,2.3,8.6,7.7,12.9,6.3,7.6
4/11/2009 2:00,,5.5,6.8,5,10.8,6.4,7.3
4/11/2009 3:00,,2.7,6.6,9.5,11.3,6.8,8.5
4/11/2009 4:00,,0.9,7.2,3.9,9.1,5.7,9.3
4/11/2009 5:00,,7.4,8.8,3.9,5.2,4,8.4
4/11/2009 6:00,,0.8,8.1,6.1,8.1,5,12.2
4/11/2009 7:00,,-1,7,12.2,7.5,5.2,13.5
4/11/2009 8:00,,0.5,6.5,10.4,8.3,5.9,13.8
4/11/2009 9:00,,2.9,6.1,10.9,6.8,6.5,14.5
4/11/2009 10:00,,4.2,7,8.2,8.4,7,15.9
4/11/2009 11:00,,5.4,7.7,5.5,9.9,6.5,13.8
4/11/2009 12:00,,2.7,10,0.9,10.1,6.3,11.3
4/11/2009 13:00,,4.9,8,3.6,9.5,7.5,9.6
4/11/2009 14:00,,5.4,8.6,10.6,11.5,8.5,12
4/11/2009 15:00,,7.7,8.9,6.3,10.8,8.7,13.7
4/11/2009 16:00,,10.4,10.1,7.9,9.1,7.5,12.2
4/11/2009 17:00,,7,11.8,7.6,5.1,9,11.5
4/11/2009 18:00,,4.9,10.2,6.5,5.4,7.3,11.6
4/11/2009 19:00,,10.1,9,9.9,6.2,9.5,9.6
4/11/2009 20:00,,12.2,10.6,11.2,8.6,9.3,10.5
4/11/2009 21:00,,14.1,10.2,7.7,7.3,8.8,11.4
4/11/2009 22:00,,18.9,10.4,12.2,5.9,8.6,10.8
4/11/2009 23:00,,18.5,8.9,13.1,8,9.7,9.7
4/12/2009 0:00,,11.8,9.1,16.4,8,9.4,9.3
4/12/2009 1:00,,16.1,10.2,16.1,11.2,8.1,9.4
4/12/2009 2:00,,19.9,9.6,14,11.2,9.6,10.4
4/12/2009 3:00,,18.6,8.8,13.9,11.5,11.6,10.4
4/12/2009 4:00,,16.4,7.3,11.8,11,14.6,10.4
4/12/2009 5:00,,11.6,6.6,10.4,9.9,14.9,10.8
4/12/2009 6:00,,19.8,8.9,11,7.8,11.1,10.5
4/12/2009 7:00,,15.8,7.6,7.5,8.4,9.8,7.9
4/12/2009 8:00,,16,10.3,5.9,8.4,6.1,8.2
4/12/2009 9:00,,9.1,8.5,6.5,4.5,5.6,9.5
4/12/2009 10:00,,11.3,9.1,8,5,5,7.4
4/12/2009 11:00,,17.1,5.3,10.9,9.3,5,8.1
4/12/2009 12:00,,4.3,4.7,8.6,4.4,6,6.8
4/12/2009 13:00,,6.1,3.6,0,4.8,3,5.2
4/12/2009 14:00,,1.8,4.3,7.1,5.1,9.4,6.4
4/12/2009 15:00,,7.1,3.5,10.2,3.5,11.3,6.4
4/12/2009 16:00,,18.9,6.1,2.4,6.1,6.3,6.3
4/12/2009 17:00,,7.3,7,2.9,5.5,6.6,6.9
4/12/2009 18:00,,,4.6,2.4,3.6,5.6,6.1
4/12/2009 19:00,,-1.2,7.2,4,2.8,5.5,7
4/12/2009 20:00,,10.7,8.8,6.6,3.7,6.9,7
4/12/2009 21:00,,3.2,8.6,10.5,5,7.4,7.4
4/12/2009 22:00,,-1.2,6.6,9.2,5.9,7.2,6.7
4/12/2009 23:00,,4.2,7.2,5.2,8.4,8.1,6.7
4/13/2009 0:00,,1.4,9.4,5.5,5.5,8,8
4/13/2009 1:00,,3.3,9.5,4.1,6.1,8.7,6.9
4/13/2009 2:00,,5.3,8.1,4.1,5.3,7,6.3
4/13/2009 3:00,,0.8,6.7,6,7.2,7.8,6.2
4/13/2009 4:00,,3.4,9.8,5.7,9.6,8.2,6.6
4/13/2009 5:00,,2.4,11.8,6.9,8.8,7.2,7.8
4/13/2009 6:00,,7.1,7.3,6.3,7.3,7.3,7.6
4/13/2009 7:00,,11,8.8,6,11.6,10.5,7.7
4/13/2009 8:00,,10.3,8.4,13.8,11.7,12,7.1
4/13/2009 9:00,,5,8.9,13.2,8.4,9.2,9.4
4/13/2009 10:00,,13.7,6.2,12.6,5.9,8.5,5
4/13/2009 11:00,,8.7,4.6,0.7,7.5,7.6,4.8
4/13/2009 12:00,,2.2,7.6,-3.4,0.8,3.3,8.3
4/13/2009 13:00,,-1.2,6.8,21.4,0.9,8.2,3.6
4/13/2009 14:00,,3.3,6.7,,2.1,10.2,6.1
4/13/2009 15:00,,4.6,0.1,,4.8,10.7,9.9
4/13/2009 16:00,,2.1,3.7,-2.2,7.5,10.5,6.6
4/13/2009 17:00,,3.4,4.7,3.6,3.7,9.2,6.2
4/13/2009 18:00,,4.3,4.5,,4.4,6.9,7.6
4/13/2009 19:00,,2.6,6.3,,5,8.7,7
4/13/2009 20:00,,9.6,6.8,-2.2,6.4,8.3,6.6
4/13/2009 21:00,,18.8,6.8,1.1,9.3,6.4,6.2
4/13/2009 22:00,,10.5,8.2,11.2,5.7,5,5.5
4/13/2009 23:00,,2.5,7.6,15.1,3.6,4.9,6.4
4/14/2009 0:00,,6,10.3,7,5.6,6,7.7
4/14/2009 1:00,,-3,8.4,4.9,2.3,6.9,5.8
4/14/2009 2:00,,4.7,10.1,2.3,4.2,7.9,6.3
4/14/2009 3:00,,6.5,9.5,10.2,2.6,6.2,8.4
4/14/2009 4:00,,4.2,8.1,9.4,3.1,6.8,8.6
4/14/2009 5:00,,-2.6,7.5,8.2,3.7,7.5,6
4/14/2009 6:00,,-0.2,8.3,3.9,4.2,4.4,6.4
4/14/2009 7:00,,4.1,7,2.2,6.3,5.9,8.6
4/14/2009 8:00,,5.1,-1.5,2.6,4.1,5.6,8.9
4/14/2009 9:00,,6.3,-3.7,2,6.5,7.4,7.3
4/14/2009 10:00,,0.8,28.6,4.7,6.7,6.6,10
4/14/2009 11:00,,4.3,,-0.1,4.9,9.9,6.6
4/14/2009 12:00,,-3.9,8.7,-0.3,5,10.3,8.7
4/14/2009 13:00,,13.7,9.6,3.3,8.1,9,14.3
4/14/2009 14:00,,10,9.2,4.9,8.9,9.7,13.7
4/14/2009 15:00,,0.2,10.5,7.5,6.9,10,10.5
4/14/2009 16:00,,5.7,5.6,9.8,5.1,7.9,12.7
4/14/2009 17:00,,9.4,7.6,2.5,4.8,12.3,14.5
4/14/2009 18:00,,5.4,9.6,4.2,2.6,6.2,11.7
4/14/2009 19:00,,4,13.6,2.2,1.6,6.6,12.2
4/14/2009 20:00,,14.4,8,2.1,3.1,8.2,5.5
4/14/2009 21:00,,4.7,11.6,6.1,4.6,8.3,7.1
4/14/2009 22:00,,3.2,12.3,7.6,5.6,2,8.3
4/14/2009 23:00,,4.6,9.1,4.5,4.6,5.5,13.2
4/15/2009 0:00,,2.6,7.4,6.6,6.3,7.9,9.6
4/15/2009 1:00,,11.6,9.3,4.3,5.5,6.7,13
4/15/2009 2:00,,9,11,3.2,2,4,8.8
4/15/2009 3:00,,-0.9,16,6.3,2.6,6.8,6.2
4/15/2009 4:00,,3.6,13.4,0.3,4,8.2,6.4
4/15/2009 5:00,,5.3,11,2.6,1.7,3.9,13.8
4/15/2009 6:00,,8.4,11.6,4.1,3.1,4.7,11.5
4/15/2009 7:00,,-0.4,10.3,3.9,5.8,6.5,10.2
4/15/2009 8:00,,5.9,8,4.4,6.6,5.6,8.6
4/15/2009 9:00,,,7.8,5.5,7.2,6.5,8.2
4/15/2009 10:00,,,-2.2,2,5.4,6.6,11.8
4/15/2009 11:00,,,-0.2,1.7,7.1,6.1,9.3
4/15/2009 12:00,,,4.8,0.9,2.6,5.3,9.8
4/15/2009 13:00,,1.5,7.2,4.7,3.7,8.9,9.2
4/15/2009 14:00,,7.8,9.5,5.3,7,11.5,10
4/15/2009 15:00,,2.8,4.1,4,5,11.4,12.2
4/15/2009 16:00,,-0.2,4.8,3.3,7.6,5.9,12
4/15/2009 17:00,,8.3,8.7,6.2,12,6.6,11.6
4/15/2009 18:00,,3,9.1,8.5,14.9,8.5,7.3
4/15/2009 19:00,,1.7,7.7,7.5,11,8.9,10.2
4/15/2009 20:00,,7.5,13.7,6.9,10.9,7.6,12.9
4/15/2009 21:00,,10,9.5,5.2,12.5,4.9,12.7
4/15/2009 22:00,,5.7,11.3,4.4,7.4,6.5,12.7
4/15/2009 23:00,,5.7,10.2,4.4,4.4,8.3,10.2
4/16/2009 0:00,,5,5,3.7,4.7,15.4,8.2
4/16/2009 1:00,,-0.2,6.7,2.6,4.2,18.8,8.2
4/16/2009 2:00,,3.9,12.1,3.4,4.1,11.4,8.1
4/16/2009 3:00,,4.7,13.9,2,5.1,9.3,9.2
4/16/2009 4:00,,6.3,13.5,2.3,6.6,9.1,8.2
4/16/2009 5:00,,3.5,13.1,3.1,7.5,13.8,9.3
4/16/2009 6:00,,4.6,13.7,3.5,6.8,17,8.6
4/16/2009 7:00,,-0.2,14.6,5.8,8.1,16.7,7.2
4/16/2009 8:00,,4.9,13.7,5.3,8.5,14.7,8.9
4/16/2009 9:00,,5.1,9.2,4.7,11.3,11.5,14.7
4/16/2009 10:00,,4.9,11.4,7.6,10.1,6.1,9.6
4/16/2009 11:00,,7,12.2,11.2,9.6,9.4,10.1
4/16/2009 12:00,,14.9,11.4,4.6,11.7,7.9,10.2
4/16/2009 13:00,,10.8,12.9,9.6,6.4,6.9,11
4/16/2009 14:00,,6.1,12.4,4,7.7,7.2,12.7
4/16/2009 15:00,,1.7,12.1,16,11.3,6.8,9.8
4/16/2009 16:00,,3.6,12.2,18.7,11.6,7.4,8
4/16/2009 17:00,,4.9,9.7,7.4,10.4,8.2,10.6
4/16/2009 18:00,,3.3,10.9,9.1,10.6,9,10.2
4/16/2009 19:00,,3.2,10.8,6,9.7,7.9,10.7
4/16/2009 20:00,,9.2,11.4,8.5,12.1,8.5,13.9
4/16/2009 21:00,,9.2,13.2,11.3,13.2,7.5,13.4
4/16/2009 22:00,,7.5,12.5,15.3,16.3,9.5,11.2
4/16/2009 23:00,,10.3,14,21.9,20.6,10.7,9.7
4/17/2009 0:00,,6.7,13.6,25.2,19.8,15,10.7
4/17/2009 1:00,,11.6,14.7,26.7,22.8,17.1,12.2
4/17/2009 2:00,,9,14.7,25,23,20.2,9.9
4/17/2009 3:00,,6.7,16.1,21.3,22.6,21.5,10.2
4/17/2009 4:00,,10.9,15.9,21.1,23,20.9,11.3
4/17/2009 5:00,,13.1,13.9,19.5,23.5,20.5,12.7
4/17/2009 6:00,,17.9,14,15,24.5,22.4,12.9
4/17/2009 7:00,,,14.9,17.6,26.2,23.3,13.4
4/17/2009 8:00,,,18.8,18.3,19.2,20.7,14.9
4/17/2009 9:00,,,19.1,16.1,13.9,17.5,13.5
4/17/2009 10:00,,,15.2,14.1,13.1,13.3,13.5
4/17/2009 11:00,,,13.7,12.3,14.1,8.5,12.5
4/17/2009 12:00,,,13.2,14.8,16.4,6.3,10.9
4/17/2009 13:00,,,11.7,13,12.1,9.6,9
4/17/2009 14:00,,,13.2,13.4,14.2,10.2,7.7
4/17/2009 15:00,,,10.3,9.7,15.4,7.4,11.7
4/17/2009 16:00,,,8.3,8.6,14.9,6.7,8.8
4/17/2009 17:00,,12.3,9.7,7.7,7.6,8.3,8.5
4/17/2009 18:00,,7.4,10,7.9,6.2,9.3,8.9
4/17/2009 19:00,,5.9,10.8,5.5,8.4,8.7,12.3
4/17/2009 20:00,,6.2,14.1,6.5,8.9,8.8,12.4
4/17/2009 21:00,,13.4,11.8,5.8,9.6,12,11.5
4/17/2009 22:00,,14.6,11.1,7.9,10.7,10.9,11.3
4/17/2009 23:00,,12.2,9.2,8.4,12.6,11.6,11.1
4/18/2009 0:00,,7.3,8.7,6.2,11,12.8,11.6
4/18/2009 1:00,,11.5,7,6.9,9.1,13,11
4/18/2009 2:00,,16.6,9.6,7,8.9,11.3,12.5
4/18/2009 3:00,,7.8,10.9,5.4,10.4,11.3,12.3
4/18/2009 4:00,,12.5,10.8,7.6,8.6,13,13.1
4/18/2009 5:00,,9.6,12.4,8.2,9.2,10.9,13.6
4/18/2009 6:00,,7.2,13.3,9,9.1,10.9,14.7
4/18/2009 7:00,,7.9,11.9,11.7,9.3,12.8,15.4
4/18/2009 8:00,,18.7,11.9,10,13.2,14.8,14.1
4/18/2009 9:00,,11,10.8,10.1,16,13.7,15.1
4/18/2009 10:00,,7,11.9,13.8,16.9,10.9,15.4
4/18/2009 11:00,,1.6,14.3,13.8,15.8,12,13.7
4/18/2009 12:00,,14.2,11.1,18,14.7,14.2,13.2
4/18/2009 13:00,,16.1,10.6,32.3,18,15.9,12.8
4/18/2009 14:00,,16.4,8.9,20.2,17.3,11.1,9.2
4/18/2009 15:00,,4.2,9,-2.6,15.6,12.7,10.6
